idU       idPub       date       like
685	251	01-01-2014	FALSE
183	682	02-01-2014	FALSE
425	499	03-01-2014	FALSE
839	48	04-01-2014	FALSE
541	355	05-01-2014	FALSE
592	459	06-01-2014	TRUE
375	730	07-01-2014	FALSE
773	693	08-01-2014	FALSE
211	990	09-01-2014	FALSE
285	148	10-01-2014	FALSE
754	719	11-01-2014	TRUE
612	9	12-01-2014	TRUE
725	935	13-01-2014	FALSE
698	522	14-01-2014	TRUE
50	233	15-01-2014	TRUE
2	869	16-01-2014	TRUE
726	840	17-01-2014	TRUE
982	358	18-01-2014	TRUE
276	169	19-01-2014	TRUE
49	91	20-01-2014	FALSE
204	795	21-01-2014	TRUE
133	317	22-01-2014	FALSE
520	757	23-01-2014	TRUE
182	850	24-01-2014	TRUE
404	625	25-01-2014	TRUE
359	825	26-01-2014	FALSE
204	97	27-01-2014	TRUE
187	885	28-01-2014	FALSE
657	727	29-01-2014	FALSE
239	750	01-02-2014	FALSE
287	689	02-02-2014	FALSE
566	956	03-02-2014	TRUE
113	476	04-02-2014	FALSE
748	870	05-02-2014	TRUE
486	240	06-02-2014	TRUE
616	82	07-02-2014	TRUE
689	29	08-02-2014	FALSE
380	349	09-02-2014	TRUE
675	708	10-02-2014	FALSE
358	885	11-02-2014	TRUE
131	689	12-02-2014	FALSE
820	21	13-02-2014	TRUE
521	600	14-02-2014	FALSE
43	257	15-02-2014	FALSE
399	597	16-02-2014	FALSE
961	899	17-02-2014	FALSE
313	280	18-02-2014	FALSE
196	965	19-02-2014	TRUE
231	825	20-02-2014	FALSE
914	112	21-02-2014	TRUE
560	161	22-02-2014	TRUE
154	972	23-02-2014	TRUE
169	489	24-02-2014	FALSE
835	769	25-02-2014	FALSE
311	126	26-02-2014	FALSE
164	398	27-02-2014	TRUE
17	270	28-02-2014	FALSE
132	535	29-02-2014	TRUE
801	524	01-03-2014	FALSE
483	868	02-03-2014	FALSE
677	250	03-03-2014	FALSE
552	240	04-03-2014	TRUE
577	479	05-03-2014	FALSE
900	440	06-03-2014	TRUE
711	863	07-03-2014	FALSE
742	949	08-03-2014	TRUE
258	539	09-03-2014	TRUE
193	531	10-03-2014	FALSE
999	848	11-03-2014	FALSE
68	834	12-03-2014	TRUE
924	716	13-03-2014	TRUE
680	108	14-03-2014	TRUE
326	230	15-03-2014	TRUE
127	833	16-03-2014	FALSE
6	93	17-03-2014	TRUE
26	816	18-03-2014	TRUE
163	165	19-03-2014	FALSE
228	479	20-03-2014	TRUE
854	453	21-03-2014	TRUE
62	508	22-03-2014	TRUE
218	108	23-03-2014	TRUE
330	285	24-03-2014	TRUE
131	446	25-03-2014	FALSE
12	181	26-03-2014	TRUE
632	393	27-03-2014	TRUE
477	768	28-03-2014	FALSE
268	877	29-03-2014	TRUE
434	625	01-04-2014	TRUE
729	747	02-04-2014	FALSE
